E-COMMERCE ANALYTICS REPORT
SQL FILE: advanced_queries.sql
================================================================================

REPORT 1
--------------------------------------------------------------------------------
region_code | order_date | daily_revenue | running_total
CUST0055 | Victoria Johnson | 937575.54 | 1 | Platinum
CUST0020 | Linda Burns | 929760.87 | 1 | Platinum
CUST0540 | Brandi Page | 929274.64 | 1 | Platinum
CUST0392 | Katrina Adkins | 928246.55 | 1 | Platinum
CUST0312 | Robert Bowen | 915364.03 | 1 | Platinum
CUST0228 | Jessica Martinez | 895404.99 | 1 | Platinum
CUST0485 | Rebekah Greene | 894334.43 | 1 | Platinum
CUST0426 | Carl Stein | 890321.84 | 1 | Platinum
CUST0455 | Matthew Greene | 886573.32 | 1 | Platinum
CUST0064 | Angel Riggs | 880680.29 | 1 | Platinum
CUST0496 | Jeffrey Jordan | 849240.24 | 1 | Platinum
CUST0486 | Jason Price | 842539.31 | 1 | Platinum
CUST0121 | Thomas Romero | 841163.86 | 1 | Platinum
CUST0024 | Jessica Holmes | 840600.65 | 1 | Platinum
CUST0145 | Brenda Levy | 834664.97 | 1 | Platinum
CUST0127 | Evelyn Garcia | 833988.18 | 1 | Platinum
CUST0507 | Autumn Wilson | 820747.38 | 1 | Platinum
CUST0033 | Carmen Smith | 811752.06 | 1 | Platinum
CUST0574 | Matthew Steele | 811486.2 | 1 | Platinum
CUST0113 | Robert Costa | 808576.57 | 1 | Platinum
CUST0234 | Victoria Contreras | 808251.53 | 1 | Platinum
CUST0366 | Tracey Wagner | 807385.07 | 1 | Platinum
CUST0325 | Adam Jackson | 803087.9 | 1 | Platinum
CUST0477 | Seth Matthews | 801729.51 | 1 | Platinum
CUST0332 | Jennifer Ayala | 801545.16 | 1 | Platinum
CUST0539 | Kristen Robinson | 799311.49 | 1 | Platinum
CUST0240 | Amy Martinez | 797395.48 | 1 | Platinum
CUST0017 | Patricia Peterson | 792325.16 | 1 | Platinum
CUST0165 | Cindy Hayes | 790532.16 | 1 | Platinum
CUST0093 | Alan Phillips | 785777.67 | 1 | Platinum
CUST0424 | Richard Walker | 783078.64 | 1 | Platinum
CUST0018 | Deborah Mason | 781848.36 | 1 | Platinum
CUST0025 | Crystal Robinson | 781478.87 | 1 | Platinum
CUST0092 | Jason Peters | 778851.05 | 1 | Platinum
CUST0594 | Nathan Stanley | 775980.93 | 1 | Platinum
CUST0153 | Michael Stephens | 775730.61 | 1 | Platinum
CUST0268 | Justin Michael | 773709.09 | 1 | Platinum
CUST0109 | Tammy Gonzales | 766647.2 | 1 | Platinum
CUST0487 | Micheal Parks | 763392.3 | 1 | Platinum
CUST0252 | Amber Campbell | 761144.47 | 1 | Platinum
CUST0457 | Deborah May | 756379.23 | 1 | Platinum
CUST0383 | Isaac Miller | 748095.14 | 1 | Platinum
CUST0216 | James Burgess | 747369.48 | 1 | Platinum
CUST0359 | Rebecca Herrera | 746894.87 | 1 | Platinum
CUST0054 | Meghan Anthony | 743595.58 | 1 | Platinum
CUST0488 | Sarah Pittman | 742586.09 | 1 | Platinum
CUST0011 | Andrew Stewart | 739939.13 | 1 | Platinum
CUST0140 | Crystal Pham | 738983.89 | 1 | Platinum
CUST0351 | Brett Walker | 738494.75 | 1 | Platinum
CUST0002 | Angie Henderson | 737204.69 | 1 | Platinum
CUST0014 | Zachary Hicks | 734185.36 | 1 | Platinum
CUST0158 | Richard Young | 732380.8 | 1 | Platinum
CUST0356 | Christopher Moore | 731653.81 | 1 | Platinum
CUST0408 | Michael Williams | 724018.11 | 1 | Platinum
CUST0583 | Travis Hopkins | 716732.09 | 1 | Platinum
CUST0150 | David Medina | 713808.04 | 1 | Platinum
CUST0111 | David Davis | 712468.55 | 1 | Platinum
CUST0458 | Andrew Gonzales | 711372.9 | 1 | Platinum
CUST0311 | Jamie Ferguson | 706514.39 | 1 | Platinum
CUST0384 | Cynthia Rios | 694894.79 | 1 | Platinum
CUST0098 | Adrian Ferguson | 694820.32 | 1 | Platinum
CUST0207 | Stacey Arias | 690253.4 | 1 | Platinum
CUST0500 | Joseph Warren | 688968.79 | 1 | Platinum
CUST0154 | Samantha Davis | 685893.37 | 1 | Platinum
CUST0091 | Robert Peterson | 685106.86 | 1 | Platinum
CUST0554 | Daniel Goodwin | 681273.82 | 1 | Platinum
CUST0166 | Brandon Simmons | 679255.26 | 1 | Platinum
CUST0461 | Cynthia Evans | 667605.82 | 1 | Platinum
CUST0433 | William Moreno | 663953.34 | 1 | Platinum
CUST0599 | Kim Goodwin | 657557.48 | 1 | Platinum
CUST0581 | Donna Marshall | 655092.93 | 1 | Platinum
CUST0441 | Eric Taylor | 654777.22 | 1 | Platinum
CUST0348 | Karen Morales DDS | 654325.41 | 1 | Platinum
CUST0301 | Megan Flores | 650448.65 | 1 | Platinum
CUST0555 | Michael Griffin | 648128.75 | 1 | Platinum
CUST0575 | Caroline Edwards | 647837.12 | 1 | Platinum
CUST0524 | Robert Miller | 647412.98 | 1 | Platinum
CUST0245 | Kathleen Burton | 644322.01 | 1 | Platinum
CUST0472 | Erica Daniel | 638882.53 | 1 | Platinum
CUST0175 | Sophia Moore | 638451.68 | 1 | Platinum
CUST0190 | Julie Spencer | 636474.44 | 1 | Platinum
CUST0593 | Christopher Nielsen | 635492.86 | 1 | Platinum
CUST0513 | Charles Holland | 633964.45 | 1 | Platinum
CUST0425 | Angela Willis | 628371.01 | 1 | Platinum
CUST0592 | Andrew Berry | 627838.87 | 1 | Platinum
CUST0128 | Jennifer Pena | 615431.05 | 1 | Platinum
CUST0009 | Daniel Adams | 611667.46 | 1 | Platinum
CUST0421 | Amanda Huff | 607758.4 | 1 | Platinum
CUST0204 | Douglas Reyes | 607028.93 | 1 | Platinum
CUST0107 | Dennis Moody | 585604.87 | 1 | Platinum
CUST0260 | Veronica Silva | 585150.55 | 1 | Platinum
CUST0335 | Emily Rodriguez | 584595.75 | 1 | Platinum
CUST0041 | Sherry Wood | 584202.84 | 1 | Platinum
CUST0565 | Preston Kim | 581578.35 | 1 | Platinum
CUST0031 | Angela Morton | 580713.63 | 1 | Platinum
CUST0100 | John Peterson | 580312.63 | 1 | Platinum
CUST0445 | Keith Zuniga | 576933.22 | 1 | Platinum
CUST0078 | David Murphy | 562449.47 | 1 | Platinum
CUST0418 | Dillon Jones | 560703.92 | 1 | Platinum
CUST0308 | Chelsea Gill | 554168.6 | 1 | Platinum
CUST0253 | Stephen Luna | 551882.79 | 1 | Platinum
CUST0313 | Sean Figueroa | 549607.62 | 1 | Platinum
CUST0101 | Jennifer Jones | 548432.4 | 1 | Platinum
CUST0515 | James Jefferson | 536947.15 | 1 | Platinum
CUST0043 | Shawn Baker | 532287.53 | 1 | Platinum
CUST0530 | Jacqueline Rodriguez | 529698.1 | 1 | Platinum
CUST0389 | Tamara Jensen | 527554.53 | 1 | Platinum
CUST0321 | Megan Drake | 525074.13 | 1 | Platinum
CUST0271 | Melissa Taylor | 524095.44 | 1 | Platinum
CUST0340 | Richard Ward | 522171.06 | 1 | Platinum
CUST0582 | Victor Holden | 521179.14 | 1 | Platinum
CUST0067 | Robert Contreras | 520135.12 | 1 | Platinum
CUST0212 | Riley Bryant | 519725.93 | 1 | Platinum
CUST0529 | Brent Hopkins | 513551.67 | 1 | Platinum
CUST0099 | Beth Oneill | 510274.29 | 1 | Platinum
CUST0548 | Maria Fischer | 506964.6 | 1 | Platinum
CUST0152 | Teresa Ramirez | 506607.22 | 1 | Platinum
CUST0058 | Lisa Alvarado | 504596.15 | 1 | Platinum
CUST0474 | Jennifer Deleon | 504379.19 | 1 | Platinum
CUST0281 | Cathy Taylor | 502048.51 | 1 | Platinum
CUST0464 | Zachary Burton | 500562.8 | 1 | Platinum
CUST0309 | Terry Lewis | 499574.03 | 1 | Platinum
CUST0430 | James Barnes | 498521.35 | 1 | Platinum
CUST0013 | Kimberly Burgess | 495814.42 | 1 | Platinum
CUST0149 | Elizabeth Ortiz | 487206.82 | 1 | Platinum
CUST0436 | Suzanne Johnson | 487058.72 | 1 | Platinum
CUST0323 | Judy Sanchez | 486767.0 | 1 | Platinum
CUST0466 | Kelly Barnes | 484504.67 | 1 | Platinum
CUST0505 | Michael Harris | 483917.35 | 1 | Platinum
CUST0191 | Larry Mason | 482895.26 | 1 | Platinum
CUST0406 | Cassidy Horne | 482596.66 | 1 | Platinum
CUST0533 | Leah Barton | 471773.88 | 1 | Platinum
CUST0339 | Derrick Adams | 471508.03 | 2 | Gold
CUST0185 | Jordan Bullock | 466674.63 | 2 | Gold
CUST0095 | Jesse Parker | 464779.5 | 2 | Gold
CUST0188 | Jeremy Turner | 464018.36 | 2 | Gold
CUST0314 | Elizabeth Gonzalez | 459981.83 | 2 | Gold
CUST0197 | James Conner | 457366.29 | 2 | Gold
CUST0214 | Jason Beck | 457109.98 | 2 | Gold
CUST0065 | Michael Snyder | 453849.91 | 2 | Gold
CUST0437 | Sara Cochran | 453510.79 | 2 | Gold
CUST0595 | Sharon Jackson DVM | 453040.66 | 2 | Gold
CUST0509 | Daniel Fitzpatrick MD | 451282.09 | 2 | Gold
CUST0394 | Ryan Fisher | 446872.97 | 2 | Gold
CUST0243 | Matthew Le | 444321.1 | 2 | Gold
CUST0320 | Jennifer Smith | 444300.65 | 2 | Gold
CUST0039 | Michael Evans | 443039.93 | 2 | Gold
CUST0114 | Shannon Rivera | 440203.62 | 2 | Gold
CUST0413 | Oscar Parker | 439812.52 | 2 | Gold
CUST0327 | Karen Williams | 439749.31 | 2 | Gold
CUST0046 | Michael Hoffman | 438113.64 | 2 | Gold
CUST0051 | Sharon Cochran | 437546.39 | 2 | Gold
CUST0251 | Kathleen Davis | 436043.76 | 2 | Gold
CUST0266 | Megan Dillon | 435982.27 | 2 | Gold
CUST0410 | Eddie Mueller | 433548.47 | 2 | Gold
CUST0493 | Brittany Gay | 431036.3 | 2 | Gold
CUST0438 | Anthony Guzman | 428019.27 | 2 | Gold
CUST0568 | Andrew Armstrong | 427065.51 | 2 | Gold
CUST0037 | Cynthia Wilson | 424273.97 | 2 | Gold
CUST0171 | Renee Bruce | 424079.92 | 2 | Gold
CUST0532 | Richard Love | 423483.47 | 2 | Gold
CUST0456 | Bradley Anthony | 423194.21 | 2 | Gold
CUST0412 | Makayla Steele | 418907.2 | 2 | Gold
CUST0571 | Tara Gamble | 415475.02 | 2 | Gold
CUST0543 | Christina Christensen | 412552.0 | 2 | Gold
CUST0021 | David Bradley | 404836.07 | 2 | Gold
CUST0124 | Kimberly Gibson | 404179.59 | 2 | Gold
CUST0598 | Chase Davis | 403637.5 | 2 | Gold
CUST0435 | Rebecca Kelly | 402374.53 | 2 | Gold
CUST0469 | Christopher Powell | 399714.56 | 2 | Gold
CUST0590 | Jack Love | 398111.96 | 2 | Gold
CUST0072 | John Brown | 398074.97 | 2 | Gold
CUST0526 | Andrew Dunn | 396621.48 | 2 | Gold
CUST0102 | David Grant | 394661.56 | 2 | Gold
CUST0276 | Jennifer Simpson DVM | 394041.91 | 2 | Gold
CUST0432 | Devin Johnson | 388420.82 | 2 | Gold
CUST0561 | Allison Love | 384373.62 | 2 | Gold
CUST0331 | Haley Davis | 379600.81 | 2 | Gold
CUST0292 | Michael Weaver | 377319.22 | 2 | Gold
CUST0196 | Emily Douglas | 376737.16 | 2 | Gold
CUST0386 | Karen Perez | 375491.65 | 2 | Gold
CUST0079 | Trevor Fisher | 373585.89 | 2 | Gold
CUST0547 | Juan Smith | 371218.45 | 2 | Gold
CUST0277 | Tanya Rogers | 370811.24 | 2 | Gold
CUST0483 | Brian Brown | 370763.02 | 2 | Gold
CUST0056 | William Wilson | 370745.83 | 2 | Gold
CUST0250 | Michelle Lee | 370463.36 | 2 | Gold
CUST0077 | James Elliott | 369912.2 | 2 | Gold
CUST0060 | Stephanie Gilbert | 369243.12 | 2 | Gold
CUST0350 | Matthew Williams | 366046.28 | 2 | Gold
CUST0289 | Daniel Aguilar | 365370.44 | 2 | Gold
CUST0096 | Tiffany Vaughn | 360504.22 | 2 | Gold
CUST0232 | Michele Lewis | 357817.42 | 2 | Gold
CUST0460 | Sara Cardenas | 356546.86 | 2 | Gold
CUST0230 | Laura Moreno | 355355.98 | 2 | Gold
CUST0512 | Sarah Ward | 354610.47 | 2 | Gold
CUST0442 | Marie Thompson | 354002.52 | 2 | Gold
CUST0136 | Brooke Alexander | 353167.19 | 2 | Gold
CUST0463 | Carol Lewis | 353090.4 | 2 | Gold
CUST0551 | Frank Williams | 351812.53 | 2 | Gold
CUST0047 | Sandra Aguilar | 351224.75 | 2 | Gold
CUST0302 | Antonio Fry | 346237.82 | 2 | Gold
CUST0181 | Thomas Atkins | 344479.93 | 2 | Gold
CUST0352 | Kathryn Cooper | 337848.02 | 2 | Gold
CUST0075 | Stephanie Freeman | 335604.65 | 2 | Gold
CUST0307 | Sandra Williams | 334053.61 | 2 | Gold
CUST0151 | Kimberly Matthews | 333902.53 | 2 | Gold
CUST0180 | Mary Gomez | 332957.62 | 2 | Gold
CUST0585 | Heather Harrison | 329105.86 | 2 | Gold
CUST0499 | James Chapman | 328827.95 | 2 | Gold
CUST0097 | Paige Carlson | 327753.97 | 2 | Gold
CUST0537 | Pamela Hill | 326298.98 | 2 | Gold
CUST0122 | Richard Adams | 320871.6 | 2 | Gold
CUST0541 | Paige Hart | 319478.84 | 2 | Gold
CUST0451 | Kimberly Villanueva | 318906.12 | 2 | Gold
CUST0491 | Julie Wilson | 317907.14 | 2 | Gold
CUST0189 | Jesse Brown | 316905.95 | 2 | Gold
CUST0324 | Shannon Malone | 316821.98 | 2 | Gold
CUST0434 | Joseph Moody | 316547.45 | 2 | Gold
CUST0295 | Jenna Anderson DVM | 316125.19 | 2 | Gold
CUST0130 | Stacy Freeman | 313806.39 | 2 | Gold
CUST0287 | Angela Griffin | 313780.33 | 2 | Gold
CUST0297 | Shaun Cannon | 313594.47 | 2 | Gold
CUST0341 | Brian Torres | 313003.13 | 2 | Gold
CUST0564 | Mercedes Jones | 311393.16 | 2 | Gold
CUST0070 | Jeremiah Reeves | 308493.58 | 2 | Gold
CUST0360 | Katherine Church | 307110.39 | 2 | Gold
CUST0522 | Mason Moore | 305074.0 | 2 | Gold
CUST0492 | Steve Mason | 304974.65 | 2 | Gold
CUST0401 | Gregory Holmes PhD | 304855.01 | 2 | Gold
CUST0162 | Katherine Browning | 303115.06 | 2 | Gold
CUST0205 | David Davidson | 300468.09 | 2 | Gold
CUST0354 | Brent Bowen | 300428.55 | 2 | Gold
CUST0283 | Melissa Brown | 298393.32 | 2 | Gold
CUST0381 | Pamela Williams | 297836.15 | 2 | Gold
CUST0134 | Bob Pitts | 297058.34 | 2 | Gold
CUST0270 | Thomas Douglas | 296964.47 | 2 | Gold
CUST0334 | Michelle Miller | 295744.0 | 2 | Gold
CUST0345 | Catherine Saunders MD | 295361.61 | 2 | Gold
CUST0201 | James Martin | 292162.18 | 2 | Gold
CUST0211 | Lisa Henderson | 290158.64 | 2 | Gold
CUST0129 | Michael Santos | 288759.07 | 2 | Gold
CUST0481 | Judy Robinson | 286534.53 | 2 | Gold
CUST0471 | Shannon Cohen | 283774.81 | 2 | Gold
CUST0278 | Todd Rosales MD | 283030.11 | 2 | Gold
CUST0428 | Daniel Lopez | 282847.07 | 2 | Gold
CUST0293 | Jason Mack | 282569.63 | 2 | Gold
CUST0231 | Allison Lopez | 282220.45 | 2 | Gold
CUST0402 | Patricia Johnson | 281145.62 | 2 | Gold
CUST0010 | Joel Nelson | 280395.75 | 2 | Gold
CUST0387 | Edwin Reyes | 278286.77 | 2 | Gold
CUST0080 | Mrs. Marie Harrington DDS | 277271.98 | 2 | Gold
CUST0210 | Luis Bullock | 275736.83 | 2 | Gold
CUST0546 | Matthew House | 271905.78 | 2 | Gold
CUST0373 | Renee Hudson | 271119.64 | 2 | Gold
CUST0453 | Colton Terry | 268438.42 | 2 | Gold
CUST0237 | Stephen Jones | 268164.86 | 2 | Gold
CUST0519 | Arthur Pena | 265717.66 | 2 | Gold
CUST0059 | Erika Terry | 264286.23 | 2 | Gold
CUST0552 | Michael Fox | 262308.48 | 2 | Gold
CUST0200 | Kimberly Rodgers | 260810.11 | 2 | Gold
CUST0502 | Mrs. Alison Wagner | 260609.79 | 2 | Gold
CUST0535 | Mr. Thomas Thompson | 259311.75 | 2 | Gold
CUST0036 | Kim Brown | 259050.68 | 2 | Gold
CUST0066 | Colleen Brock | 257014.19 | 2 | Gold
CUST0504 | Alicia Norris | 255843.86 | 2 | Gold
CUST0194 | Rachel Holland | 251974.67 | 2 | Gold
CUST0587 | Jamie Gray | 249572.06 | 2 | Gold
CUST0439 | Carlos Love | 248459.25 | 2 | Gold
CUST0544 | Melissa Phillips | 247978.83 | 2 | Gold
CUST0118 | Michael Martinez | 244500.18 | 2 | Gold
CUST0528 | Sarah Rivera | 243855.09 | 2 | Gold
CUST0143 | Casey Anderson | 243782.25 | 2 | Gold
CUST0447 | Hayley Buchanan | 243000.68 | 2 | Gold
CUST0209 | Raven Taylor | 242061.9 | 2 | Gold
CUST0300 | Patty Taylor | 239216.44 | 2 | Gold
CUST0482 | Jorge Bates | 238557.74 | 2 | Gold
CUST0133 | James Thomas | 237124.53 | 2 | Gold
CUST0123 | Mary Grimes | 236850.4 | 2 | Gold
CUST0404 | Carol Moore | 236040.54 | 2 | Gold
CUST0556 | Robert Wilson | 235459.84 | 2 | Gold
CUST0001 | Allison Hill | 235301.26 | 2 | Gold
CUST0385 | Kelly Wallace | 234512.62 | 3 | Silver
CUST0414 | Valerie Thomas | 231884.8 | 3 | Silver
CUST0147 | James Little | 230428.24 | 3 | Silver
CUST0249 | Anthony Dougherty | 229098.57 | 3 | Silver
CUST0322 | Manuel King | 228417.05 | 3 | Silver
CUST0336 | Brandon Jordan | 228313.77 | 3 | Silver
CUST0192 | Mrs. Maria Williams | 226126.29 | 3 | Silver
CUST0399 | Brandon Hamilton | 226082.61 | 3 | Silver
CUST0357 | Charlotte Sandoval | 224608.37 | 3 | Silver
CUST0337 | Linda Mueller | 224259.59 | 3 | Silver
CUST0377 | Jason Hayes | 221047.49 | 3 | Silver
CUST0160 | Jodi Walker | 217796.51 | 3 | Silver
CUST0423 | Krista Davis | 217106.19 | 3 | Silver
CUST0246 | Melinda Evans | 214671.69 | 3 | Silver
CUST0227 | Heidi Owen | 213707.1 | 3 | Silver
CUST0110 | Kathryn Snyder | 213085.17 | 3 | Silver
CUST0159 | Kelly Reese | 211803.43 | 3 | Silver
CUST0257 | Andrew Reeves | 208947.73 | 3 | Silver
CUST0382 | William Patterson | 208906.39 | 3 | Silver
CUST0495 | Abigail Hill | 208118.12 | 3 | Silver
CUST0117 | Peter Garrett | 204092.26 | 3 | Silver
CUST0174 | Cindy Barnes | 203096.4 | 3 | Silver
CUST0126 | Matthew Hoover | 201695.26 | 3 | Silver
CUST0516 | Michael Brown | 201625.51 | 3 | Silver
CUST0285 | Tyler Mendoza | 201173.13 | 3 | Silver
CUST0411 | Dr. Morgan Payne PhD | 199452.03 | 3 | Silver
CUST0393 | Jonathan Wheeler | 198397.34 | 3 | Silver
CUST0027 | Timothy Duncan | 196717.0 | 3 | Silver
CUST0225 | Mitchell Jackson | 195072.64 | 3 | Silver
CUST0290 | Jose Bryant | 194618.06 | 3 | Silver
CUST0468 | Sheryl Humphrey | 191728.01 | 3 | Silver
CUST0549 | William Jones | 190477.04 | 3 | Silver
CUST0272 | David Garcia | 188123.17 | 3 | Silver
CUST0536 | Lisa Morris | 187196.74 | 3 | Silver
CUST0305 | Brianna Ford | 186151.88 | 3 | Silver
CUST0279 | David Lopez | 185986.08 | 3 | Silver
CUST0514 | Anna Briggs | 185666.39 | 3 | Silver
CUST0520 | Krystal Levine | 184930.52 | 3 | Silver
CUST0596 | Kayla Jackson | 182576.81 | 3 | Silver
CUST0534 | Jonathan Moreno | 180853.12 | 3 | Silver
CUST0573 | Cynthia Mitchell | 180612.52 | 3 | Silver
CUST0042 | Victoria Valdez | 179264.14 | 3 | Silver
CUST0028 | Brent Jordan | 177515.82 | 3 | Silver
CUST0291 | Alex Scott | 177127.43 | 3 | Silver
CUST0073 | Alicia Gilmore | 176088.1 | 3 | Silver
CUST0391 | Bradley Tran | 173717.2 | 3 | Silver
CUST0342 | Erin Cook | 173116.47 | 3 | Silver
CUST0035 | Lauren Daniels | 171724.57 | 3 | Silver
CUST0284 | Stephanie Padilla | 171203.85 | 3 | Silver
CUST0169 | Michelle Schmitt | 171193.24 | 3 | Silver
CUST0112 | Pamela Thompson | 168442.11 | 3 | Silver
CUST0090 | Mary Rogers | 167338.37 | 3 | Silver
CUST0398 | Brittney Murphy | 166502.31 | 3 | Silver
CUST0088 | Robert Medina | 165107.45 | 3 | Silver
CUST0120 | Dr. Jordan Hill PhD | 163804.26 | 3 | Silver
CUST0304 | Chase Bennett | 162490.63 | 3 | Silver
CUST0476 | Madison Martinez | 161797.32 | 3 | Silver
CUST0084 | Michael Burton | 160886.64 | 3 | Silver
CUST0298 | Stacey Smith | 157528.65 | 3 | Silver
CUST0063 | Lisa Davis | 156001.89 | 3 | Silver
CUST0255 | William Becker | 153781.97 | 3 | Silver
CUST0040 | Kristine Garcia | 153559.72 | 3 | Silver
CUST0254 | Chloe Tran | 152921.62 | 3 | Silver
CUST0172 | Christopher Park | 152484.32 | 3 | Silver
CUST0005 | Gabrielle Davis | 152135.79 | 3 | Silver
CUST0330 | Jasmine Mosley | 152108.84 | 3 | Silver
CUST0333 | Henry Pugh MD | 146548.28 | 3 | Silver
CUST0044 | Michelle Harris | 146427.43 | 3 | Silver
CUST0371 | Scott Miller | 146040.26 | 3 | Silver
CUST0296 | Kimberly Patel | 145625.36 | 3 | Silver
CUST0030 | Connor West | 143223.73 | 3 | Silver
CUST0082 | Jacob Obrien | 141570.14 | 3 | Silver
CUST0195 | Nathaniel Douglas | 139625.63 | 3 | Silver
CUST0282 | Paul Finley | 139046.75 | 3 | Silver
CUST0494 | Mike Maxwell | 138624.65 | 3 | Silver
CUST0068 | Jessica Meadows | 138579.07 | 3 | Silver
CUST0148 | Terri Murphy | 137088.97 | 3 | Silver
CUST0267 | Courtney Dudley | 136656.84 | 3 | Silver
CUST0329 | Michelle Sanders | 135703.41 | 3 | Silver
CUST0600 | April Pace | 133982.13 | 3 | Silver
CUST0579 | Kevin Sullivan | 133427.13 | 3 | Silver
CUST0501 | Katherine Christensen MD | 132744.14 | 3 | Silver
CUST0316 | Christopher Norton Jr. | 130955.41 | 3 | Silver
CUST0566 | Daniel Francis | 130818.82 | 3 | Silver
CUST0262 | Patricia James | 130797.06 | 3 | Silver
CUST0167 | Bradley Reynolds | 130597.48 | 3 | Silver
CUST0443 | Michael Anderson | 128954.95 | 3 | Silver
CUST0116 | April Booth | 128937.31 | 3 | Silver
CUST0346 | Sandra Jones | 128330.32 | 3 | Silver
CUST0317 | Kelly Combs | 126807.99 | 3 | Silver
CUST0115 | Brandon King | 126562.26 | 3 | Silver
CUST0403 | Laura Jones | 126274.57 | 3 | Silver
CUST0119 | Anna Gay | 125275.66 | 3 | Silver
CUST0226 | Heather Bolton | 124301.63 | 3 | Silver
CUST0008 | Dr. Sharon James | 121025.32 | 3 | Silver
CUST0523 | Erica Rivera | 119920.18 | 3 | Silver
CUST0016 | Tricia Valencia | 116505.09 | 3 | Silver
CUST0170 | John Boone | 116307.18 | 3 | Silver
CUST0273 | Vanessa Moore | 113983.47 | 3 | Silver
CUST0137 | Ryan Gonzalez | 112064.09 | 3 | Silver
CUST0085 | Barbara Riggs | 110909.7 | 3 | Silver
CUST0395 | Austin Baker | 110585.94 | 3 | Silver
CUST0012 | Jennifer Rocha | 108922.88 | 3 | Silver
CUST0567 | Traci Camacho | 108631.15 | 3 | Silver
CUST0202 | Cynthia Wallace | 107295.21 | 3 | Silver
CUST0577 | Mr. Matthew Miller | 107207.72 | 3 | Silver
CUST0489 | Robert Hines | 105501.51 | 3 | Silver
CUST0178 | Eric Clark | 105365.08 | 3 | Silver
CUST0155 | Gavin Zhang | 104855.08 | 3 | Silver
CUST0553 | Joshua Davis | 102932.77 | 3 | Silver
CUST0557 | Jaime Lang | 102071.19 | 3 | Silver
CUST0299 | Michele Williams | 100918.98 | 3 | Silver
CUST0006 | Monica Herrera | 99828.01 | 3 | Silver
CUST0563 | James Wilson | 99695.44 | 3 | Silver
CUST0367 | Jill Jackson | 98960.47 | 3 | Silver
CUST0503 | Martin Wise | 98550.24 | 3 | Silver
CUST0465 | Kristen Gates | 98104.18 | 3 | Silver
CUST0265 | Matthew Fox | 98018.93 | 3 | Silver
CUST0319 | Mark Peck | 91286.97 | 3 | Silver
CUST0569 | Patrick Swanson | 90543.33 | 3 | Silver
CUST0379 | Heather Brown | 90492.37 | 3 | Silver
CUST0087 | Madison Poole | 85935.21 | 3 | Silver
CUST0467 | Traci Garcia | 83585.39 | 3 | Silver
CUST0355 | Ashley Sweeney | 83054.52 | 3 | Silver
CUST0454 | Kenneth Larsen | 82712.78 | 3 | Silver
CUST0427 | Jessica Ramsey | 82026.28 | 3 | Silver
CUST0525 | Jillian Wilson | 79465.1 | 3 | Silver
CUST0444 | Patricia Bradley | 78672.99 | 3 | Silver
CUST0306 | Jasmine Scott | 77966.39 | 3 | Silver
CUST0417 | Samuel Howe | 77450.21 | 3 | Silver
CUST0531 | Ashley Carr | 77069.07 | 3 | Silver
CUST0176 | Lawrence Perry | 76921.95 | 3 | Silver
CUST0480 | Alejandra King | 75920.67 | 3 | Silver
CUST0256 | Gina Mcmillan | 75234.27 | 3 | Silver
CUST0248 | Kayla Rodriguez | 74681.75 | 3 | Silver
CUST0057 | Renee Mcdaniel | 72866.53 | 3 | Silver
CUST0104 | Elizabeth Oliver DDS | 72326.25 | 3 | Silver
CUST0510 | Maureen Hernandez | 71583.26 | 3 | Silver
CUST0161 | Judith Maynard | 69888.88 | 3 | Silver
CUST0163 | Donald Schultz | 69621.53 | 3 | Silver
CUST0247 | Mr. Lawrence Edwards | 69267.25 | 3 | Silver
CUST0448 | Stacey Snyder | 67995.66 | 3 | Silver
CUST0588 | Heather Parrish | 67895.64 | 3 | Silver
CUST0431 | Rachael Howard DDS | 62528.03 | 3 | Silver
CUST0446 | Mrs. Stacey Davis | 61948.7 | 3 | Silver
CUST0221 | Matthew Mitchell | 61397.49 | 3 | Silver
CUST0409 | John Campbell | 60040.88 | 3 | Silver
CUST0184 | Eric Morgan | 59080.97 | 3 | Silver
CUST0584 | Philip Hall | 55883.18 | 3 | Silver
CUST0286 | Joshua Ruiz | 54991.26 | 3 | Silver
CUST0199 | Ralph Lee | 54216.41 | 4 | Bronze
CUST0294 | Susan Bennett | 51471.92 | 4 | Bronze
CUST0470 | Patrick Mccall | 50757.01 | 4 | Bronze
CUST0473 | Olivia Camacho | 49640.87 | 4 | Bronze
CUST0259 | Ronald Patel | 49016.07 | 4 | Bronze
CUST0023 | Lisa Brandt | 48868.48 | 4 | Bronze
CUST0274 | Matthew Velez | 47763.72 | 4 | Bronze
CUST0049 | Stacey Russell | 46964.61 | 4 | Bronze
CUST0142 | Richard Johnson | 42415.2 | 4 | Bronze
CUST0362 | Leslie Powers | 41424.39 | 4 | Bronze
CUST0576 | Brandy Quinn | 40638.68 | 4 | Bronze
CUST0508 | Valerie Howard | 40229.03 | 4 | Bronze
CUST0545 | Nancy Hancock | 39243.57 | 4 | Bronze
CUST0589 | Brenda Martin | 37464.52 | 4 | Bronze
CUST0213 | Jose Allen | 36029.76 | 4 | Bronze
CUST0238 | Patricia Morrow | 35964.71 | 4 | Bronze
CUST0521 | Danielle Reed | 35132.33 | 4 | Bronze
CUST0420 | John Phelps | 34338.62 | 4 | Bronze
CUST0380 | Frank Campbell MD | 32941.05 | 4 | Bronze
CUST0318 | Ryan Hall | 32659.95 | 4 | Bronze
